plant,date,work_center,,machine,order,grade,emp,shift,qty,scrap,setup_plan,machine_plan,machine_actual,labor_plan
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115472517,KCSM40,21317,3,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115509916,KC730,21317,3,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115537604,KC5010,20478,3,50,,1.00,0.83,1.10,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115537604,KC5010,21303,3,271,,1.00,4.50,7.10,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115497800,CG6,21317,3,32,,1.00,0.53,1.32,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115509914,KC5025,20478,1,13,11,1.00,0.40,0.79,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115509914,KC5025,21317,1,450,,1.00,7.47,4.84,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115509916,KC730,20478,3,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115509916,KC730,21303,3,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115537604,KC5010,21317,3,,,1.00,,0.55,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115461161,KC410M,21317,1,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115461161,KC410M,21317,2,,,0.75,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115461161,KC410M,21317,3,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115465222,KC410M,20478,3,134,,0.75,2.68,6.66,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115465222,KC410M,21303,3,138,,0.75,2.76,6.26,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115465222,KC410M,21317,3,177,,0.75,3.54,7.08,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115505710,KC5010,20739,3,793,,0.66,13.16,6.91,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115505710,KC5010,21294,3,207,,0.66,3.44,4.14,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115505710,KC5010,21299,3,350,,0.66,5.81,6.62,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115513885,KC5010,21294,3,119,2,0.66,2.01,2.31,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115522324,KC730,20739,1,2,,0.66,0.03,3.09,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115522324,KC730,20739,3,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115522324,KC730,21294,1,,,0.66,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115522324,KC730,21294,3,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115522324,KC730,21299,1,405,3,0.66,6.77,6.62,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115522324,KC730,21299,3,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,50249,115472516,KC725M,20739,1,392,,1.00,8.00,6.88,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,50249,115472516,KC725M,20739,2,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,50249,115472516,KC725M,21294,1,139,,1.00,2.84,6.74,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,50249,115472516,KC725M,21294,2,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,50249,115472516,KC725M,21299,1,133,,1.00,2.71,6.65,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,50249,115472516,KC725M,21299,2,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,50540,115513953,KC5025,21267,1,506,,1.00,10.32,7.05,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,50540,115513953,KC5025,21267,2,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,50540,115513953,KC5025,21322,1,,,1.00,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,50540,115513953,KC5025,21322,2,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,50540,115532993,CG6,21322,3,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,50540,115532994,CG5,21322,3,211,,1.00,3.50,3.26,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115505770,KC7310,20677,1,327,3,0.50,9.57,6.69,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115505770,KC7310,20677,3,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115505770,KC7310,21191,1,315,,0.50,9.14,6.22,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115505770,KC7310,21191,3,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115505770,KC7310,21276,1,183,,0.50,5.31,3.92,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115505770,KC7310,21276,3,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115505774,KC730,21276,3,116,3,1.00,2.43,2.84,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115492800,KC725M,21191,1,8,5,0.66,0.26,0.43,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115492800,KC725M,21191,3,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115505575,K313,20677,1,215,4,0.66,3.64,5.25,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115505575,K313,21276,1,329,,0.66,5.46,6.98,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51878,115484817,SP3941,20677,2,89,1,1.00,1.84,1.43,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51878,115484817,SP3941,21191,2,7,,1.00,0.14,0.01,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51878,115492809,SP3941,21191,3,269,5,1.00,5.62,6.21,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51878,115492809,SP3941,21276,3,,,1.00,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51878,115497418,SP3941,20677,1,186,5,1.00,3.90,4.83,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51878,115497418,SP3941,20970,1,,12,1.00,0.25,0.02,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51878,115497418,SP3941,21276,1,59,3,1.00,1.27,1.41,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,53628,115476199,KC725M,20925,2,38,,0.66,0.75,0.95,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,53628,115476199,KC725M,20925,3,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,53628,115476199,KC725M,21304,2,,,0.66,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,53628,115476199,KC725M,21304,3,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,53628,115476199,KC725M,63074,2,293,3,0.66,5.86,6.70,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,53628,115476199,KC725M,63074,3,,,X,,,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,53628,115508890,KC730,20925,1,185,6,0.50,3.17,4.11,
OR01,27.04.2016,PRCWNDT,WENDT ALPHA/SCALER,53628,115508890,KC730,21304,1,50,1,0.50,0.85,1.11,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,50696,115533768,WP15CT,64891,3,300,,0.50,0.63,4.62,4.62
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,8449,115533576,KC725M,20065,3,105,9,0.50,0.34,0.27,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,8449,115533577,KC725M,20065,3,105,4,0.50,0.33,0.52,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,8449,115533578,KC725M,20065,3,105,4,0.50,0.33,0.29,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,8449,115533579,KC725M,20065,3,,,X,,,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,8449,115533720,KC725M,21239,2,,3,0.50,0.01,0.27,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,8449,115533721,KC725M,21239,2,105,3,0.50,0.32,1.74,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,8449,115533727,KC725M,20065,3,105,4,0.50,0.33,0.21,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,8449,115533728,KC725M,21239,2,105,3,0.50,0.32,2.25,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,8449,115533729,KC725M,21239,2,105,13,0.50,0.35,0.78,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,8449,115533730,KC725M,21239,2,,,0.50,,,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,8449,115533731,KC725M,21239,2,105,1,0.50,0.32,0.48,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,8449,115533732,KC725M,21239,2,105,2,0.50,0.32,0.35,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,8449,115533733,KC725M,20065,3,105,4,0.50,0.33,0.34,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,8449,115533734,KC725M,20065,3,105,4,0.50,0.33,0.26,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,8449,115533735,KC725M,20065,3,,,0.50,,,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,28045,115538485,K25P,63858,3,566,24,0.50,1.24,4.28,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,28045,115538486,KCPK05,20986,1,486,9,0.50,0.94,5.55,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,28045,115538486,KCPK05,63858,1,"1,132",17,0.50,2.18,2.74,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,28045,115538487,KCPK05,20986,2,"1,124",7,0.50,2.15,4.49,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,32108,115533621,KCU10,20986,1,440,3,0.50,0.89,3.31,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,32108,115533621,KCU10,63858,1,680,25,0.50,1.41,0.97,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,32108,115533744,KCU10,63858,3,453,17,0.50,0.94,2.89,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,32108,115538376,KCU10,20986,2,564,20,0.50,1.17,3.10,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,32108,115538462,KCM25B,21227,3,,,0.42,,,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,43101,115533634,KCK05,20986,1,143,4,0.50,0.28,1.80,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,43101,115533634,KCK05,63858,1,"1,143",161,0.50,2.48,3.91,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,43101,115533748,WK20CT,20986,1,965,13,0.50,2.25,3.32,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,43101,115533767,WP25CT,20986,2,283,8,0.50,0.67,3.14,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,43101,115538489,TN20P,21227,3,283,15,0.50,0.69,1.31,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,50591,115532558,KC5010,64891,3,120,22,0.50,0.24,0.01,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,50591,115533661,KC5010,21361,1,"1,175",35,0.50,2.42,3.93,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,50591,115533662,KC5010,21361,2,"1,175",25,0.50,2.40,4.19,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,50591,115533663,KC5025,63508,2,770,12,0.42,2.58,2.63,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,50591,115542189,TN20P,63508,3,,,0.50,,,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,50592,115533683,KC725M,65083,3,640,5,0.50,1.81,2.58,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,50592,115537057,KD1410,21242,1,320,4,0.50,0.91,1.15,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,50592,115537057,KD1410,65083,1,320,14,0.50,0.94,0.92,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,50592,115537058,WDN10U,65083,3,640,15,0.50,1.83,2.31,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,50592,115538436,KC725M,63877,3,720,21,0.50,2.08,2.55,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,50592,115538438,KCPK30,21242,1,640,14,0.50,1.83,1.98,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,50592,115538439,KCPK30,21242,1,640,8,0.50,1.81,1.65,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,50592,115538441,KCPK30,21242,2,640,4,0.50,1.80,2.39,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,50592,115538442,KC725M,21242,2,640,6,0.50,1.81,1.75,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,50592,115538445,KC725M,63877,3,,,0.50,,,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,50593,115533763,WP35CT,63508,3,580,14,0.50,1.37,0.93,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,50593,115538408,KC730,61301,2,200,15,0.50,0.62,0.53,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,50593,115538408,KC730,63928,2,170,2,0.50,0.50,0.51,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,50593,115538409,KC5025,63928,3,,,0.42,,,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,50593,115538475,KT315,63508,3,260,25,0.50,0.60,0.84,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,50593,115538476,KC5010,61301,1,390,18,0.50,0.86,2.76,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,50593,115538477,KC5010,61301,2,390,6,0.50,0.83,4.90,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,50696,115533636,KCM35,63508,2,300,10,0.50,0.71,1.44,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,50696,115533637,KCM15,21361,2,462,18,0.50,1.10,1.68,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,50696,115533769,WP25CT,21361,1,100,3,0.50,0.24,0.93,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,50696,115533769,WP25CT,64891,1,470,13,0.50,1.11,2.69,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,50696,115533770,WP35CT,21361,2,570,12,0.50,1.22,4.84,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,52411,115533665,K10P,63508,3,800,18,0.50,1.88,3.44,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,52411,115533666,KCM15,61301,1,460,6,0.50,0.93,1.63,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,52411,115533666,KCM15,63508,1,,,0.50,,,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,52411,115533667,KCP10,61301,1,800,9,0.50,1.62,2.47,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,52411,115533776,KCP05,61301,2,"1,140",30,0.50,2.46,3.74,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,52411,115533777,KCP05B,61301,2,150,9,0.42,0.30,0.50,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,52411,115533777,KCP05B,63928,2,133,2,0.42,0.26,0.42,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,52411,115533792,KCM15B,63928,2,566,23,0.50,1.18,2.01,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,52411,115542190,TN10P,63928,3,,,0.50,,,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,52412,115533786,KC5010,65083,3,"1,120",10,0.50,2.37,3.33,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,52412,115538480,KCU25,21242,2,270,14,0.50,0.60,0.79,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,52412,115538480,KCU25,63877,2,630,6,0.50,1.34,2.38,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,52412,115538481,KCU10,21242,1,240,6,0.50,0.52,1.22,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,52412,115538481,KCU10,65083,1,900,14,0.50,1.92,2.59,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,52412,115538482,KCU10,21242,1,"1,140",9,0.50,2.41,4.40,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,52412,115538483,KCU10,21242,2,"1,140",10,0.50,2.42,3.36,
OR01,27.04.2016,PRS3R,3R PRESS OSTERWALDER,52412,115538484,KC5025,63877,3,,,0.50,,,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,1275,115532992,CG5,21149,3,45,5,1.00,0.83,0.81,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,1398,115522242,KC5025,21046,3,161,1,0.66,2.69,4.11,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,1398,115522242,KC5025,21322,3,,,0.66,,,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,1457,115525191,KC5010,20785,3,261,2,0.66,5.55,6.72,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,1457,115525191,KC5010,21046,3,223,21,0.66,5.15,5.97,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,1457,115525191,KC5010,21070,3,268,,0.66,5.66,6.82,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,1458,115524966,KCK20B,20785,1,215,,0.66,3.57,5.16,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,1458,115524966,KCK20B,21070,1,125,3,0.66,2.13,2.71,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,24880,115513870,KC5010,20925,2,345,,0.66,5.73,6.47,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,24880,115513870,KC5010,21267,2,250,2,0.66,4.18,7.03,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,24880,115513870,KC5010,21322,2,372,,0.66,6.18,6.36,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,25577,115501882,KC725M,20925,1,,,X,,,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,25577,115501882,KC725M,20925,2,190,11,1.00,4.10,6.53,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,25577,115501882,KC725M,20925,3,,,X,,,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,25577,115501882,KC725M,21149,1,,,X,,,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,25577,115501882,KC725M,21149,2,96,,1.00,1.96,3.14,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,25577,115501882,KC725M,21149,3,,,X,,,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,25577,115501882,KC725M,63478,1,,,X,,,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,25577,115501882,KC725M,63478,2,216,,1.00,4.41,6.17,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,25577,115501882,KC725M,63478,3,,,X,,,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,29646,115525502,KCU10,20970,3,390,1,1.00,7.98,6.85,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115513884,KC5010,20813,3,268,,0.66,4.45,6.43,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115513884,KC5010,61913,3,229,3,0.66,3.85,6.92,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115513884,KC5010,64786,3,270,,0.66,4.48,6.94,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115472517,KCSM40,20478,1,121,6,0.75,2.54,6.34,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115472517,KCSM40,21317,1,135,,0.75,2.70,6.88,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115482370,KCSM40,21303,1,,,X,,,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115482370,KCSM40,21303,2,,,X,,,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115509916,KC730,21317,3,,,X,,,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115532987,KC5010,20478,1,27,7,1.00,0.56,1.81,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115541823,KCU10,20478,2,125,,1.00,2.08,3.65,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115541823,KCU10,21303,2,122,2,1.00,2.06,5.95,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115509915,KC5010,20478,1,,,X,,,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115509915,KC5010,20478,2,252,,1.00,4.18,5.87,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115509915,KC5010,21303,1,,,X,,,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115509915,KC5010,21303,2,5,9,1.00,0.23,0.61,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115509915,KC5010,21317,1,,,X,,,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115509915,KC5010,21317,2,147,8,1.00,2.57,4.00,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115537604,KC5010,21317,3,166,10,1.00,2.92,1.53,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115461161,KC410M,20478,1,183,,0.75,3.66,6.71,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115461161,KC410M,20478,2,,,X,,,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115461161,KC410M,21299,1,175,2,0.75,3.54,6.73,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115461161,KC410M,21299,2,,,X,,,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115461161,KC410M,21317,1,134,,0.75,2.68,5.91,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115461161,KC410M,21317,2,,,X,,,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115468440,KC410M,20953,2,,81,0.75,1.62,,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115505708,KC5025,20739,1,160,10,0.66,2.82,2.76,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115505708,KC5025,21294,1,286,1,0.66,4.76,5.13,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115505710,KC5010,21294,3,101,1,0.66,1.69,2.50,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115522243,KC5025,20739,1,192,,0.66,4.05,3.07,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115522243,KC5025,20739,3,,,X,,,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115522243,KC5025,21299,1,400,,0.66,8.44,7.00,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115522243,KC5025,21299,3,,,X,,,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115513952,KC5025,21299,1,265,,1.00,5.41,3.85,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115513952,KC5025,21299,3,,,X,,,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115522324,KC730,20739,1,49,1,0.66,0.83,0.90,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115522324,KC730,21294,1,247,6,0.66,4.20,3.86,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,50249,115472516,KC725M,20739,1,17,1,1.00,0.37,0.91,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,50249,115472516,KC725M,21294,1,161,,1.00,3.28,6.83,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,50540,115513953,KC5025,20925,1,77,1,1.00,1.59,0.72,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,50540,115513953,KC5025,21322,1,479,,1.00,9.77,6.98,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,50540,115513954,KC5025,20925,3,354,,1.00,7.22,5.76,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,50540,115513954,KC5025,21267,3,497,,1.00,10.14,7.09,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,50540,115513954,KC5025,21322,3,,,1.00,,,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115482407,KC730,20677,1,305,,0.50,8.85,5.96,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115482407,KC730,20677,3,,,X,,,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115482407,KC730,21191,1,347,,0.50,10.06,6.71,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115482407,KC730,21191,3,,,X,,,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115482407,KC730,21276,1,,,0.50,,,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115482407,KC730,21276,3,,,X,,,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115505770,KC7310,20677,1,29,3,0.50,0.93,0.68,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115505770,KC7310,21276,1,290,,0.50,8.41,6.95,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115492800,KC725M,20677,1,333,4,0.66,6.67,6.63,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115492800,KC725M,21276,1,221,8,0.66,4.53,5.75,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115512806,KC725M,21191,3,289,,0.66,5.72,5.76,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115512806,KC725M,21276,3,,,0.66,,,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51878,115492809,SP3941,21276,3,56,,1.00,1.15,1.09,
OR01,28.04.2016,PRCWNDT,WENDT ALPHA/SCALER,51878,115492899,K313,20677,2,332,,1.00,6.77,6.66,
