Plant,Posting Date,Work Center,,Machine Number,Grade,Material,,MFG Part Number,Order,Employee Number,Shifts,Order Count,"Operation 
Count","Confirmed
Qty","Scrap
Actual","Setup 
Plan","Machining
Plan","Machining
Actual","Labor 
Plan","Labor
Actual","Activity 4
Actual","Activity 4
Plan","Activity 5
Actual","Activity 5
Plan","Activity 6
Actual","Activity 6
Plan"
OR01,27.02.2016,PRS3R,3R PRESS OSTERWALDER,52411,WS25PT,5301402,NEGATIVE INSERT ROUGHING,#,115290918,21269,2,1,1,,,X,,,,,,,,,,
OR01,27.02.2016,PRS3R,3R PRESS OSTERWALDER,52411,WS25PT,5301402,NEGATIVE INSERT ROUGHING,#,115290918,21269,3,1,1,61,61,0.5,0.28,0.47,,0.47,,,,,,
OR01,27.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,KC5010,1870992,SCREW ON LF LIGHT FINISHING INSERT,#,115368677,21269,1,1,1,600,36,0.5,1.27,0.9,,0.9,,,,,,
OR01,27.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,KC5010,1870992,SCREW ON LF LIGHT FINISHING INSERT,#,115368677,63877,1,1,1,600,42,0.5,1.28,1.35,,1.35,,,,,,
OR01,27.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,KC730,1161914,SCREW ON LF LIGHT FINISHING INSERT,#,115368676,63877,3,1,1,860,82,0.5,1.88,1.52,,1.52,,,,,,
OR01,27.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,KC850,1162429,SCREW ON LF LIGHT FINISHING INSERT,#,115364950,63877,3,1,1,370,9,0.5,1.1,1.07,,1.07,,,,,,
OR01,27.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,KCU25,3769424,SCREW ON FP LIGHT FINISHING INSERT,#,115361127,21269,2,1,1,700,100,0.5,1.6,2.77,,2.77,,,,,,
OR01,27.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,YYATGS,6150415,INSERT POSITIVE SCREW-ON,#,115371648,21269,2,1,1,620,18,0.5,1.21,,,,,,,,,
OR01,27.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,YYATGS,6150415,INSERT POSITIVE SCREW-ON,#,115371648,63877,2,1,1,"1,080",12,0.5,2.08,3.4,,3.4,,,,,,
OR01,27.02.2016,PRS3R,3R PRESS OSTERWALDER,#,WP25CT,4171545,NEGATIVE INSERT GEO RH,#,115283761,#,3,1,1,,,0.5,,,,,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,32108,KCM25,3760327,SCREW ON MF MEDIUM FINISHING INSERT,#,115364904,21227,3,1,1,680,15,0.42,1.32,1.22,,1.22,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,32108,KCP25B,5387555,SCREW ON MF MEDIUM FINISHING INSERT,#,115372277,21161,1,1,1,495,6,0.5,0.85,0.43,,0.43,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,32108,KCP25B,5387555,SCREW ON MF MEDIUM FINISHING INSERT,#,115372277,21227,1,1,1,633,13,0.5,1.1,0.62,,0.62,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,43101,KCK05,3752119,KENLOC RP ROUGHING POSITIVE INSERT,#,115372258,21227,3,1,1,"1,080",337,0.5,2.69,4.32,,4.32,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,43101,KCP10B,5413202,KENLOC RP ROUGHING POSITIVE INSERT,#,115372257,21161,1,1,1,400,18,0.5,0.79,1.72,,1.72,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,43101,KCP25B,5387543,KENLOC RP ROUGHING POSITIVE INSERT,#,115368924,21227,3,1,1,"1,132",19,0.5,2.19,2.97,,2.97,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,47191,KCM25,3744927,SCREW ON MP MEDIUM POSITIVE INSERT,#,115368706,63928,3,1,1,"1,155",22,0.5,2.35,0.1,,0.1,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,47191,KCU25,5633550,SCREW ON LF LIGHT FINISHING INSERT,#,115359118,63928,3,1,1,130,12,0.42,0.27,0.15,,0.15,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,47191,KCU25,5633550,SCREW ON LF LIGHT FINISHING INSERT,#,115367691,63928,3,1,1,250,2,0.42,0.48,1.35,,1.35,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,50591,K313,6176818,CNMG432MP,#,115371972,63508,2,1,1,230,11,0.5,0.94,3.42,,3.42,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCK20,3755532,SCREW ON MF MEDIUM FINISHING INSERT,#,115372225,21044,1,1,1,442,11,0.42,0.86,1.37,,1.2,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCK20,3755549,SCREW ON MF MEDIUM FINISHING INSERT,#,115368728,63508,3,1,1,480,18,0.42,0.95,2.5,,2.5,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCM15,3755685,KENLOC MP MEDIUM POSITIVE INSERT,#,115372234,21044,2,1,1,"1,100",24,0.5,2.14,3.75,,2.28,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCP10B,5697912,SCREW ON MF MEDIUM FINISHING INSERT,#,115372226,21044,1,1,2,560,14,0.5,1.15,1.27,,1.05,2.08,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCP25B,5698123,SCREW ON MF MEDIUM FINISHING INSERT,#,115368729,63508,3,1,1,"1,400",24,0.5,2.85,1.4,,1.4,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,50592,KC725M,3124699,INSERT MILL 1-18 R=6 4 MM,#,115372268,63877,3,1,1,640,6,0.5,1.81,2.57,,2.57,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,50592,KC725M,3124699,INSERT MILL 1-18 R=6 4 MM,#,115372269,63877,3,1,1,640,8,0.5,1.81,2.08,,2.08,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,50592,KCU10,5090740,KENLOC MS MEDIUM SHARP INSERT,#,115368689,21269,1,1,1,300,9,0.5,1.27,0.85,,0.85,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,50592,KCU25,4050484,KENLOC MS MEDIUM SHARP INSERT,#,115368688,21269,2,1,1,"1,130",22,0.5,2.65,1.27,,1.27,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,50593,KCK15,3752041,SCREW ON MF MEDIUM FINISHING INSERT,#,115368713,63928,3,1,1,340,13,0.5,0.81,2.22,,2.22,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,50593,KCK15B,5698785,SCREW ON MF MEDIUM FINISHING INSERT,#,115368715,63928,3,1,1,740,7,0.5,1.49,1.25,,1.25,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,50593,KCK15B,5698785,SCREW ON MF MEDIUM FINISHING INSERT,#,115368716,20648,1,1,1,140,2,0.5,0.28,0.6,,0.45,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,50593,KCK15B,5698785,SCREW ON MF MEDIUM FINISHING INSERT,#,115368716,63928,1,1,1,600,6,0.5,1.21,2.92,,2.92,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,50593,KCP25,3753424,SCREW ON MF MEDIUM FINISHING INSERT,#,115368714,20648,1,1,1,"1,140",15,0.5,2.66,3.1,,2.1,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,50593,WS10PT,5095165,NEGATIVE INSERTS,#,115308644,63928,2,1,1,840,9,0.5,1.7,3.63,,3.63,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,50593,WS10PT,5095165,NEGATIVE INSERTS,#,115313196,20648,2,1,1,"1,120",19,0.5,2.28,4.02,,2,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,50696,KC5010,1601888,KENLOC FF FINE FINISHING INSERT,#,115368741,21044,2,1,1,340,30,0.5,0.78,1.3,,0.65,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,50696,KC5010,1601888,KENLOC FF FINE FINISHING INSERT,#,115368741,63508,2,1,1,760,20,0.5,1.64,0.57,,0.57,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,50696,KC5010,2244910,KENLOC MS MEDIUM SHARP INSERT,#,115368739,63508,3,1,1,370,24,0.5,0.83,,,,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,50696,KC5010,2244911,KENLOC MS MEDIUM SHARP INSERT,#,115305425,63508,3,1,1,"1,100",19,0.5,2.35,4.98,,4.98,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,50696,KCU25,4121713,KENLOC MS MEDIUM SHARP INSERT,#,115368740,21044,1,1,1,300,12,0.5,0.66,1.98,,1.88,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,50696,WS10PT,5908927,"NEGATIVE STYLE, PIN LOCK INSERT",#,115368731,21044,2,1,1,680,13,0.5,1.59,2.77,,1.75,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,50696,WS25PT,5908928,"NEGATIVE STYLE, PIN LOCK INSERT",#,115368732,21044,1,1,1,280,14,0.5,0.68,1.27,,1.17,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,52411,KC5010,2229651,KENLOC MS MEDIUM  SHARP INSERT,#,115368661,20648,1,1,1,855,14,0.5,2,3.25,,2.28,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,52411,KCU10,5090495,KENLOC MS MEDIUM  SHARP INSERT,#,115368662,20648,2,1,1,"1,232",14,0.5,2.87,4.45,,2.43,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,52411,WM25CT,4173065,NEGATIVE INSERT GEO RH,#,115368754,20648,1,1,1,300,12,0.5,0.72,2.62,,2.42,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,52411,WS25PT,5301402,NEGATIVE INSERT ROUGHING,#,115290918,63877,3,1,1,309,7,0.5,0.73,1.02,,1.02,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,KC5010,1870983,SCREW ON LF LIGHT FINISHING INSERT,#,115372222,21269,1,1,1,"1,170",90,0.5,2.52,6.25,,6.25,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,KC5010,1870983,SCREW ON LF LIGHT FINISHING INSERT,#,115372223,21269,2,1,1,"1,200",85,0.5,2.57,3.45,,3.45,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,KC5010,1870983,SCREW ON LF LIGHT FINISHING INSERT,#,115372224,21269,2,1,1,865,100,0.5,1.93,0.13,,0.13,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,KC5010,1870983,SCREW ON LF LIGHT FINISHING INSERT,#,115372224,63877,2,1,1,335,32,0.5,0.73,1.83,,1.83,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,KC850,1162368,SCREW ON LF LIGHT FINISHING INSERT,#,115372247,63877,3,1,1,"1,100",82,0.5,2.36,0.8,,0.8,,,,,,
OR01,28.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,KCU10,3744991,SCREW ON MP MEDIUM POSITIVE INSERT,#,115372302,63877,3,1,1,300,76,0.5,0.75,1.22,,1.22,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,32108,KC5010,1310849,SCREW ON LF LIGHT FINISHING INSERT,#,115376468,21161,2,1,1,895,74,0.5,2.13,0.43,,0.43,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,32108,KC5010,1310849,SCREW ON LF LIGHT FINISHING INSERT,#,115376468,63858,2,1,1,205,2,0.5,0.46,1.65,,1.65,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,32108,KC730,1161974,SCREW ON LF LIGHT FINISHING INSERT,#,115376856,63858,2,1,1,444,39,0.5,0.82,0.35,,0.35,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,32108,KC850,1162402,SCREW ON LF LIGHT FINISHING INSERT,#,115364961,21161,1,1,1,700,10,0.5,1.21,0.72,,0.72,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,32108,KC850,1162402,SCREW ON LF LIGHT FINISHING INSERT,#,115364961,21227,1,1,1,710,833,0.5,2.62,4.1,,4.1,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,32108,TN30M,4166596,POSITIVE INSERT,#,115364960,21161,1,1,1,444,16,0.5,1.06,2.8,,2.8,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,43101,KC5010,2244885,KENLOC MS MEDIUM SHARP INSERT,#,115368664,21161,2,1,1,440,70,0.5,1.17,4.05,,4.05,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,43101,KCP05,3768997,SCREW ON FP LIGHT FINISHING INSERT,#,115372308,21161,1,1,1,800,33,0.5,1.75,0.92,,0.92,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,43101,KCP10,3769039,SCREW ON FP LIGHT FINISHING INSERT,#,115372307,21227,3,1,1,910,33,0.5,1.98,7.73,,7.73,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,43101,KCP25,3769173,SCREW ON FP LIGHT FINISHING INSERT,#,115372306,21161,1,1,1,590,10,0.5,1.26,2.65,,2.65,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,43101,KCP25,3769173,SCREW ON FP LIGHT FINISHING INSERT,#,115372306,21227,1,1,1,542,9,0.5,1.16,0.08,,0.08,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,43101,WP15CT,4171098,NEGATIVE INSERT GEO UR,#,115376796,63858,2,1,1,570,12,0.5,1.34,2.08,,2.08,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,47191,WP15CT,4171003,NEGATIVE INSERT GEO RH,#,115372279,21269,1,1,1,490,7,0.5,1.04,0.1,,0.1,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,47191,WP15CT,4171003,NEGATIVE INSERT GEO RH,#,115372281,21269,1,1,1,570,8,0.5,1.21,3.03,,3.03,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,50591,KC5010,1832295,INS. KENLOC MP MEDIUM POSITIVE,#,115372235,63508,3,1,1,"1,120",10,0.5,4.41,3.27,,3.27,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,50591,KC5010,1832295,INS. KENLOC MP MEDIUM POSITIVE,#,115372236,63508,3,1,1,"1,140",8,0.5,4.48,2.92,,2.92,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCU10,3769405,SCREW ON FP LIGHT FINISHING INSERT,#,115361198,21269,2,1,1,670,8,0.5,1.42,0.05,,0.05,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCU10,3769405,SCREW ON FP LIGHT FINISHING INSERT,#,115361198,64891,2,1,1,480,5,0.5,1.02,,,,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,50592,KC5010,1832361,INS.KENLOC MP MEDIUM POSITIVE,#,115375900,20648,2,1,1,770,51,0.5,1.81,3.75,,1.48,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,50592,KC5010,1832361,INS.KENLOC MP MEDIUM POSITIVE,#,115375900,64863,2,1,1,370,10,0.5,0.84,1.57,,1.57,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,50592,KC5010,1832361,INS.KENLOC MP MEDIUM POSITIVE,#,115375901,20648,1,1,1,"1,140",40,0.5,2.6,4.3,,2.7,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,50592,KC850,1160303,KENLOC CHIP CONTROL INSERT,#,115372295,63877,3,1,1,"1,210",40,0.5,1.5,3.6,,3.6,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,50592,KC850,1160303,KENLOC CHIP CONTROL INSERT,#,115372296,63877,3,1,1,"1,210",11,0.5,1.47,0.88,,0.88,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,50592,WP15CT,4171032,NEGATIVE INSERT GEO FF,#,115368690,20648,1,1,1,285,10,0.5,0.68,1.18,,1,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,50593,WS10PT,5095165,NEGATIVE INSERTS,#,115308645,21269,2,1,1,370,10,0.5,0.76,0.58,,0.58,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,50593,WS10PT,5095165,NEGATIVE INSERTS,#,115308645,63928,2,1,1,530,16,0.5,1.09,0.1,,0.1,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,50593,WS10PT,5095165,NEGATIVE INSERTS,#,115308646,21269,2,1,1,610,20,0.5,1.26,0.02,,0.02,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,50593,WS10PT,5095165,NEGATIVE INSERTS,#,115308646,64863,2,1,1,254,15,0.5,0.54,0.58,,0.58,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,50696,K313,2244958,KENLOC MS MEDIUM SHARP INSERT,#,115364877,21269,2,1,1,380,15,0.5,0.91,1.72,,1.72,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,50696,K313,2244958,KENLOC MS MEDIUM SHARP INSERT,#,115364877,64891,2,1,1,170,10,0.5,0.41,0.02,,0.02,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,50696,KCP10B,5697185,KENLOC FF FINE FINISHING INSERT,#,115368743,63508,3,1,1,300,17,0.42,0.6,0.2,,0.2,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,50696,KCP25,3753821,KENLOC MN MEDIUM NEGATIVE INSERT,#,115376767,64891,3,1,1,740,13,0.5,1.43,2.63,,2.15,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,50696,KCU10,3769405,SCREW ON FP LIGHT FINISHING INSERT,#,115361199,21269,2,1,1,"1,150",55,0.5,2.53,1.33,,1.33,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,50696,WP15CT,4171003,NEGATIVE INSERT GEO RH,#,115372278,63508,3,1,1,570,22,0.5,1.24,1.25,,1.25,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,50696,WP15CT,4171003,NEGATIVE INSERT GEO RH,#,115372279,63508,1,1,1,80,1,0.5,0.17,0.33,,0.33,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,50696,WP15CT,4171003,NEGATIVE INSERT GEO RH,#,115372280,21269,1,1,1,570,8,0.5,1.21,1.72,,1.72,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,52411,KC5010,1871196,SCREW ON UF ULTRA-FINE FINISHING INSERT,#,115375903,20648,2,1,1,810,56,0.5,1.47,3.57,,1.58,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,52411,KCP25,3753422,SCREW ON MF MEDIUM FINISHING INSERT,#,115372275,20648,2,1,1,666,14,0.5,1.36,1.82,,0.75,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,52411,KCP25,3753422,SCREW ON MF MEDIUM FINISHING INSERT,#,115372275,65083,2,1,1,474,3,0.5,0.95,1.85,,1.85,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,52411,KCP25,3753422,SCREW ON MF MEDIUM FINISHING INSERT,#,115372276,65083,3,1,1,"1,140",10,0.5,2.3,2.98,,2.98,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,52411,KCU10,5090495,KENLOC MS MEDIUM  SHARP INSERT,#,115368663,63928,3,1,1,"1,232",12,0.5,2.86,2,,2,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,52411,WM25CT,4169391,NEGATIVE INSERT GEO UF,#,115368717,63928,3,1,1,301,18,0.5,0.73,2.83,,2.83,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,52411,WM25CT,4173037,NEGATIVE INSERT GEO RH,#,115372242,20648,1,1,1,285,13,0.5,0.69,1.9,,1.73,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,52411,WM35CT,4172424,NEGATIVE INSERT GEO UM,#,115368718,63928,3,1,1,300,16,0.5,0.73,3.2,,3.2,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,KC5010,1871013,SCREW ON LF LIGHT FINISHING INSERT,#,115376807,20648,2,1,1,"1,160",81,0.42,4.1,3.6,,1.43,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,KC5010,1871013,SCREW ON LF LIGHT FINISHING INSERT,#,115376808,20648,3,1,1,223,15,0.42,0.79,0.6,,0.2,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,KC5010,1871020,SCREW ON LF LIGHT FINISHING INSERT,#,115372251,63877,3,1,1,410,34,0.5,0.76,4.83,,4.83,,,,,,
OR01,29.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,KCP10,5324916,TOP NOTCH PROFILING INSERT,#,115368738,63877,3,1,1,300,17,0.5,0.63,0.45,,0.45,,,,,,
OR01,01.03.2016,PRS3R,3R PRESS OSTERWALDER,32108,K20K,4165292,POSITIVE INSERT,#,115376465,63858,3,1,1,500,20,0.5,1.2,2.72,,2.72,,,,,,
OR01,01.03.2016,PRS3R,3R PRESS OSTERWALDER,32108,KC5010,1310948,SCREW ON LF LIGHT FINISHING INSERT,#,115376858,20986,2,1,1,"1,100",20,0.5,2.46,4.28,,4.28,,,,,,
OR01,01.03.2016,PRS3R,3R PRESS OSTERWALDER,32108,KC5010,1871015,SCREW ON LF LIGHT FINISHING INSERT,#,115316919,20986,1,1,1,615,9,0.5,1.25,1.43,,1.43,,,,,,
OR01,01.03.2016,PRS3R,3R PRESS OSTERWALDER,32108,KC5025,2425847,SCREW ON LF LIGHT FINISHING INSERT,#,115376857,63858,3,1,1,600,28,0.42,2.07,0.18,,0.18,,,,,,
OR01,01.03.2016,PRS3R,3R PRESS OSTERWALDER,32108,KC730,1161975,SCREW ON LF LIGHT FINISHING INSERT,#,115376859,20986,2,1,1,300,7,0.5,0.52,2.4,,2.4,,,,,,
OR01,01.03.2016,PRS3R,3R PRESS OSTERWALDER,32108,WM25CT,4168825,POSITIVE INSERT GEO FP,#,115376809,20986,2,1,1,188,17,0.5,0.41,0.1,,0.1,,,,,,
OR01,01.03.2016,PRS3R,3R PRESS OSTERWALDER,32108,WM25CT,4168825,POSITIVE INSERT GEO FP,#,115376809,63858,2,1,1,102,2,0.5,0.21,0.62,,0.62,,,,,,
OR01,01.03.2016,PRS3R,3R PRESS OSTERWALDER,43101,KC522M,3649190,MILL 1-10 INSERT R=0.8,#,115376815,63858,2,1,1,680,16,0.5,1.95,3.65,,3.65,,,,,,
OR01,01.03.2016,PRS3R,3R PRESS OSTERWALDER,43101,KC730,1159616,KENLOC CHIP CONTROL INSERT,#,115376813,20986,1,1,1,580,62,0.5,1.48,2.17,,2.17,,,,,,
OR01,01.03.2016,PRS3R,3R PRESS OSTERWALDER,43101,KC730,1159616,KENLOC CHIP CONTROL INSERT,#,115376813,63858,3,1,1,150,13,,,0.57,,0.57,,,,,,
OR01,01.03.2016,PRS3R,3R PRESS OSTERWALDER,43101,KCK15,3649213,MILL 1-10 INSERT R=0.8,#,115376814,20986,2,1,1,550,17,0.5,1.59,0.77,,0.77,,,,,,
OR01,01.03.2016,PRS3R,3R PRESS OSTERWALDER,43101,KCM25B,5591785,KENLOC MP MEDIUM POSITIVE INSERT,#,115376841,63858,3,1,1,566,15,0.5,1.34,2.98,,2.98,,,,,,
OR01,01.03.2016,PRS3R,3R PRESS OSTERWALDER,43101,KCP10,6175959,KENLOC CHIP CONTROL INSERT,#,115376043,20986,1,1,1,35,15,0.5,0.06,0.62,,0.62,,,,,,
OR01,01.03.2016,PRS3R,3R PRESS OSTERWALDER,43101,WM35CT,4169485,NEGATIVE INSERT GEO UR,#,115376797,63858,3,1,1,283,19,0.5,0.7,1.47,,1.47,,,,,,
OR01,01.03.2016,PRS3R,3R PRESS OSTERWALDER,47191,KC725M,5338539,DNGU11T325ENLFJ 25DEG TOP RAKE 4 EDGE,#,115376129,61301,1,1,1,580,13,0.5,1.42,1.55,,1.55,,,,,,
OR01,01.03.2016,PRS3R,3R PRESS OSTERWALDER,47191,KC725M,5338539,DNGU11T325ENLFJ 25DEG TOP RAKE 4 EDGE,#,115376130,61301,2,1,1,580,7,0.5,1.41,1.8,,1.8,,,,,,
OR01,01.03.2016,PRS3R,3R PRESS OSTERWALDER,47191,KC725M,5338539,DNGU11T325ENLFJ 25DEG TOP RAKE 4 EDGE,#,115376131,61301,1,1,1,450,8,0.5,1.1,0.05,,0.05,,,,,,
OR01,01.03.2016,PRS3R,3R PRESS OSTERWALDER,47191,KC725M,5338539,DNGU11T325ENLFJ 25DEG TOP RAKE 4 EDGE,#,115376131,61301,2,1,1,,,X,,,,,,,,,,
OR01,01.03.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCP05,3768996,SCREW ON FP LIGHT FINISHING INSERT,#,115361221,64891,3,1,1,840,52,0.5,1.87,2.92,,1.47,,,,,,
OR01,01.03.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCP10,3769038,SCREW ON FP LIGHT FINISHING INSERT,#,115372305,64891,3,1,1,680,26,0.5,1.48,,,,,,,,,
OR01,01.03.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCP25,3769172,SCREW ON FP LIGHT FINISHING INSERT,#,115361220,21361,1,1,1,"1,150",21,0.5,2.46,4.58,,4.58,,,,,,
OR01,01.03.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCP25,3769172,SCREW ON FP LIGHT FINISHING INSERT,#,115372304,21361,2,1,1,575,12,0.5,1.23,3.33,,3.33,,,,,,
OR01,01.03.2016,PRS3R,3R PRESS OSTERWALDER,50591,WS25PT,5908931,"NEGATIVE STYLE, PIN LOCK INSERT",#,115376843,21361,2,1,1,250,13,0.5,0.61,0.02,,0.02,,,,,,
OR01,01.03.2016,PRS3R,3R PRESS OSTERWALDER,50591,WS25PT,5908931,"NEGATIVE STYLE, PIN LOCK INSERT",#,115376843,64891,2,1,1,550,4,0.5,1.27,2.08,,1.03,,,,,,
OR01,01.03.2016,PRS3R,3R PRESS OSTERWALDER,50591,WS25PT,5908931,"NEGATIVE STYLE, PIN LOCK INSERT",#,115376844,64891,3,1,1,910,,0.5,2.09,3.6,,1.8,,,,,,
OR01,01.03.2016,PRS3R,3R PRESS OSTERWALDER,50592,KC5010,1832361,INS.KENLOC MP MEDIUM POSITIVE,#,115375739,64863,3,1,1,"1,140",53,0.5,2.63,3.77,,3.77,,,,,,
OR01,01.03.2016,PRS3R,3R PRESS OSTERWALDER,50592,KC725M,2271119,18MM ENDMILL INSERT .03 (0.8MM) RAD,#,115376823,64863,3,1,1,640,9,0.5,1.82,1.7,,1.7,,,,,,
